issue_id,user_id,issue_type,description,reported_date,status,priority,app_version
2566,653,Performance,Notifications are not received,2025-01-20 22:04:34,Resolved,Low,3.9.2
2567,813,UI Bug,App crashes when opening settings,2025-02-12 18:20:00,Resolved,Low,1.1.5
2568,496,UI Bug,App logs out automatically,2024-10-02 18:46:45,Open,High,3.5.3
2569,26,UI Bug,Scrolling is not smooth,2025-03-16 05:52:52,Open,Medium,5.8.4
2570,269,Crash,Location services not detecting city,2025-03-17 07:35:35,Open,Medium,2.7.9
2571,815,Data Loss,App freezes after login,2025-02-28 00:21:16,Open,Low,1.4.3
2572,544,Network,App logs out automatically,2024-11-19 13:53:17,In Progress,Medium,4.5.6
2573,440,Other,Push notifications show duplicate messages,2025-08-12 14:21:45,Open,Low,2.7.8
2574,751,Data Loss,Notifications are not received,2024-11-06 17:23:19,Open,High,4.3.3
2575,673,Other,App version mismatch after update,2025-02-13 04:43:17,Open,Medium,5.6.9
2576,944,Network,App crashes when opening settings,2025-02-28 08:46:59,In Progress,High,1.4.0
2577,628,Network,Dark mode not applied on some screens,2025-04-20 00:34:03,Resolved,Critical,1.4.6
2578,441,Performance,UI elements overlap on small screen,2025-05-12 18:24:26,Resolved,Critical,4.6.8
2579,13,Data Loss,Crash when switching app language,2025-06-18 21:23:28,Resolved,Medium,1.4.9
2580,728,Crash,Notifications are not received,2024-09-07 09:29:58,Open,Medium,3.3.9
2581,225,Other,Slow performance on home screen,2025-01-31 00:56:18,Resolved,High,3.8.3
2582,34,UI Bug,Slow performance on home screen,2024-11-14 01:11:54,Resolved,Critical,5.5.1
2583,73,Crash,App crashes when opening settings,2025-08-01 04:25:36,Open,Critical,5.6.5
2584,781,Network,Slow performance on home screen,2025-05-14 22:51:11,Resolved,High,1.7.0
2585,838,Performance,UI elements overlap on small screen,2025-01-24 08:35:36,In Progress,Medium,2.6.0
2586,564,Performance,Profile picture upload not working,2024-11-05 14:30:15,Open,Critical,2.8.6
2587,693,Performance,App logs out automatically,2024-10-26 16:56:57,In Progress,Low,2.7.8
2588,964,Network,Keyboard hides input field on iOS,2024-09-25 12:33:05,In Progress,Critical,4.0.9
2589,742,Network,Slow performance on home screen,2024-11-04 10:23:25,Resolved,Low,5.5.2
2590,148,UI Bug,Error message displayed incorrectly,2025-04-27 06:49:41,Open,High,3.3.5
2591,876,Other,Slow performance on home screen,2025-08-11 20:18:39,Resolved,Low,5.9.9
2592,393,Performance,App freezes after login,2025-03-16 22:38:15,Open,Critical,3.2.5
2593,879,Network,Profile picture upload not working,2024-11-21 02:03:43,Resolved,High,1.1.8
2594,893,Data Loss,Scrolling is not smooth,2025-07-08 23:50:25,In Progress,Critical,5.0.3
2595,508,Network,Data lost after app update,2025-07-19 21:53:31,Open,High,2.4.6
2596,642,Performance,Data lost after app update,2025-05-04 23:23:29,Open,Medium,3.4.0
2597,489,Data Loss,Dark mode not applied on some screens,2025-02-11 23:05:51,In Progress,High,2.4.0
2598,727,Other,Keyboard hides input field on iOS,2024-12-21 08:11:19,In Progress,Low,1.1.6
2599,883,Crash,Search results take too long to load,2024-11-23 20:07:48,In Progress,High,4.4.5
2600,991,Data Loss,UI elements overlap on small screen,2024-12-27 15:03:02,Resolved,Medium,1.2.0
2601,127,Other,Profile picture upload not working,2025-03-31 17:09:40,Open,High,4.9.1
2602,662,Crash,App freezes after login,2025-01-09 14:53:28,Open,Critical,4.4.0
2603,790,Other,Notifications are not received,2024-12-12 04:49:15,In Progress,Low,1.1.2
2604,749,Crash,Scrolling is not smooth,2024-12-29 20:03:41,In Progress,High,5.9.1
2605,736,Crash,Slow performance on home screen,2024-10-11 13:25:28,Resolved,Low,4.5.3
2606,760,Other,Location services not detecting city,2025-07-15 11:03:39,In Progress,Low,5.7.2
2607,343,Data Loss,Data lost after app update,2024-09-15 21:50:02,Open,High,3.4.9
2608,888,Crash,App crashes when opening settings,2025-07-19 07:07:46,In Progress,Low,4.2.8
2609,112,Performance,Search results take too long to load,2025-05-04 02:11:33,Resolved,High,3.4.2
2610,256,UI Bug,Crash when switching app language,2025-05-24 05:28:55,Open,Critical,1.4.1
2611,164,Performance,Data not syncing with server,2025-06-20 07:08:54,In Progress,Medium,1.1.4
2612,269,Crash,Data not syncing with server,2025-02-05 20:29:02,Open,Critical,2.0.3
2613,127,UI Bug,App crashes when opening settings,2024-10-08 21:55:07,Resolved,Medium,3.9.0
2614,848,Data Loss,Profile picture upload not working,2025-03-18 12:22:22,Open,Medium,1.0.6
2615,280,Network,App freezes after login,2024-10-17 22:20:26,Open,High,1.7.8
2616,291,Data Loss,Search results take too long to load,2024-12-24 04:07:17,In Progress,Medium,5.8.0
2617,688,Data Loss,Scrolling is not smooth,2025-01-15 11:06:57,In Progress,Low,4.3.1
2618,39,Crash,Data lost after app update,2025-01-16 10:05:17,Open,Medium,1.8.0
2619,880,Other,Notifications are not received,2025-04-22 17:56:27,In Progress,Low,3.0.5
2620,744,Other,Data not syncing with server,2025-05-19 20:10:23,Open,Critical,2.0.6
2621,67,Data Loss,Search results take too long to load,2025-01-15 01:00:23,Open,Medium,1.6.9
2622,846,UI Bug,Search results take too long to load,2024-10-23 11:06:14,Resolved,Low,2.3.9
2623,309,Performance,Crash when switching app language,2024-12-13 04:04:50,Open,Critical,4.6.9
2624,596,Performance,App freezes after login,2025-04-08 12:39:43,In Progress,High,1.7.7
2625,884,UI Bug,Location services not detecting city,2025-05-07 17:46:47,In Progress,Critical,5.1.5
2626,948,UI Bug,App crashes when opening settings,2024-12-11 22:59:47,Resolved,Low,5.0.1
2627,341,Data Loss,App version mismatch after update,2024-11-09 22:17:52,Resolved,Medium,5.3.8
2628,482,UI Bug,Error message displayed incorrectly,2025-05-10 18:17:15,Open,Medium,4.3.8
2629,557,Data Loss,App version mismatch after update,2025-05-08 18:43:11,Open,Medium,3.0.3
2630,83,Crash,Search results take too long to load,2025-03-17 06:30:42,Open,Low,4.9.3
2631,413,Data Loss,Crash when switching app language,2025-01-30 06:48:09,In Progress,High,3.1.1
2632,603,Performance,Push notifications show duplicate messages,2024-12-29 20:14:16,Open,Low,4.3.3
2633,575,Other,Keyboard hides input field on iOS,2025-01-12 10:19:40,In Progress,High,4.8.8
2634,393,Performance,Search results take too long to load,2024-11-08 10:22:29,In Progress,Critical,5.5.9
2635,990,Data Loss,Error message displayed incorrectly,2024-12-25 08:06:17,Resolved,Low,4.1.0
2636,277,Data Loss,Error message displayed incorrectly,2024-09-11 16:54:36,In Progress,Medium,1.7.0
2637,263,Data Loss,App crashes when opening settings,2025-06-02 08:02:33,Resolved,Critical,1.6.4
2638,854,Data Loss,App logs out automatically,2024-11-09 21:52:46,In Progress,Medium,1.5.6
2639,797,Network,App crashes when opening settings,2024-12-14 09:54:08,Resolved,High,1.3.6
2640,423,Network,Scrolling is not smooth,2025-06-26 03:36:42,Open,Critical,3.4.3
2641,391,Crash,Profile picture upload not working,2025-03-14 22:27:49,Open,High,4.9.4
2642,245,UI Bug,Data not syncing with server,2025-06-24 12:28:33,Resolved,Low,3.2.4
2643,992,Performance,Keyboard hides input field on iOS,2025-07-10 05:25:17,Resolved,High,4.4.0
2644,517,Data Loss,Data lost after app update,2025-09-01 08:49:49,Resolved,Critical,2.3.9
2645,365,UI Bug,Login button not responding on Android,2024-12-14 21:58:18,Open,High,4.3.6
2646,632,UI Bug,Profile picture upload not working,2025-01-02 21:33:24,Open,High,5.8.6
2647,518,Network,Push notifications show duplicate messages,2024-12-05 04:50:04,Resolved,Low,3.8.3
2648,323,Network,Login button not responding on Android,2025-01-28 03:17:50,Resolved,Low,3.5.7
2649,130,Data Loss,Error message displayed incorrectly,2025-04-28 07:22:20,In Progress,Medium,5.7.2
2650,178,Other,Push notifications show duplicate messages,2024-10-12 13:03:54,Open,Critical,5.3.3
2651,142,Other,Login button not responding on Android,2025-06-15 14:24:07,Resolved,Critical,1.4.8
2652,389,Other,App freezes after login,2025-02-07 19:33:02,Open,Critical,1.3.1
2653,733,Network,Keyboard hides input field on iOS,2025-02-25 06:46:03,Resolved,Medium,1.7.0
2654,631,UI Bug,Login button not responding on Android,2024-10-09 10:37:21,Open,Low,3.2.0
2655,444,Other,Location services not detecting city,2025-02-28 04:26:18,Open,Critical,3.4.1
2656,1,UI Bug,Error message displayed incorrectly,2024-10-07 13:09:38,Resolved,Critical,5.8.8
2657,577,UI Bug,Payment gateway fails at checkout,2024-11-08 02:42:33,Open,Low,5.9.2
2658,145,Performance,App logs out automatically,2025-01-15 16:59:06,Open,Critical,5.1.6
2659,465,Network,Login button not responding on Android,2025-06-17 08:07:38,In Progress,Critical,3.3.5
2660,111,UI Bug,App crashes when opening settings,2025-05-01 17:40:53,In Progress,Critical,1.9.4
2661,954,Performance,Login button not responding on Android,2025-06-05 06:45:51,Resolved,Medium,4.7.2
2662,315,Network,App version mismatch after update,2025-01-13 17:39:21,Open,High,4.0.3
2663,660,Data Loss,Search results take too long to load,2025-08-09 06:54:59,In Progress,Critical,2.1.2
2664,238,Data Loss,Location services not detecting city,2025-04-16 15:33:51,Resolved,Critical,4.6.1
2665,641,Other,App logs out automatically,2025-05-27 01:04:11,Open,Medium,2.6.4
2666,677,Network,Push notifications show duplicate messages,2024-10-28 16:33:43,Open,High,4.5.5
2667,721,Other,Scrolling is not smooth,2025-04-23 01:48:29,Open,Critical,2.8.0
2668,466,Other,Dark mode not applied on some screens,2024-11-11 06:54:46,In Progress,Low,3.3.8
2669,881,Performance,Data not syncing with server,2024-12-23 11:22:05,In Progress,Low,5.3.6
2670,336,Network,App crashes when opening settings,2025-08-03 17:40:12,Resolved,Low,1.7.6
2671,686,Performance,Notifications are not received,2025-04-07 01:55:38,Open,High,4.4.3
2672,610,Performance,Login button not responding on Android,2025-01-20 02:39:46,In Progress,Critical,2.1.7
2673,667,Crash,Keyboard hides input field on iOS,2024-09-24 13:32:21,In Progress,Critical,4.5.3
2674,53,Data Loss,Crash when switching app language,2024-11-09 05:22:38,Resolved,Medium,1.9.2
2675,869,Performance,Slow performance on home screen,2025-01-23 00:47:08,Resolved,High,5.0.3
2676,484,Crash,Data not syncing with server,2025-04-14 10:59:18,Open,High,5.3.6
2677,313,Performance,Search results take too long to load,2024-11-09 09:32:08,Resolved,Critical,5.3.6
2678,630,UI Bug,Profile picture upload not working,2025-06-08 13:39:00,Open,Low,3.0.4
2679,796,Other,Dark mode not applied on some screens,2025-09-05 18:34:55,Open,Critical,5.1.5
2680,299,Other,App version mismatch after update,2025-06-10 09:06:15,In Progress,Medium,4.8.6
2681,423,Network,Search results take too long to load,2024-12-27 09:40:37,Open,Critical,4.8.6
2682,397,Performance,Slow performance on home screen,2025-06-25 12:20:45,Open,High,4.1.1
2683,143,Performance,Push notifications show duplicate messages,2025-06-02 12:52:41,In Progress,Low,1.5.2
2684,453,Crash,Login button not responding on Android,2025-08-16 14:30:15,Open,Low,4.6.1
2685,934,Performance,Push notifications show duplicate messages,2025-08-25 07:54:46,Open,Low,5.2.4
2686,816,Performance,Scrolling is not smooth,2025-05-28 05:01:11,In Progress,Low,4.6.8
2687,226,UI Bug,Login button not responding on Android,2025-04-21 02:38:55,Open,Low,5.3.0
2688,454,UI Bug,Data not syncing with server,2024-12-05 22:29:53,Open,High,5.7.8
2689,105,Performance,Search results take too long to load,2024-12-13 09:31:55,Resolved,Medium,3.6.1
2690,906,Data Loss,Location services not detecting city,2025-05-06 06:00:34,In Progress,Critical,4.8.9
2691,756,Network,Search results take too long to load,2025-08-22 22:58:43,Open,Medium,5.5.7
2692,647,UI Bug,Data lost after app update,2024-10-29 15:12:38,Resolved,Critical,2.8.6
2693,875,Network,Payment gateway fails at checkout,2024-09-17 00:17:13,In Progress,Low,4.9.3
2694,304,Network,App crashes when opening settings,2025-09-05 22:34:41,Resolved,Medium,1.7.5
2695,153,Data Loss,Login button not responding on Android,2025-05-24 13:22:15,Open,Medium,5.0.5
2696,312,Other,Payment gateway fails at checkout,2025-03-19 06:22:38,Resolved,Medium,5.4.9
2697,877,Data Loss,Search results take too long to load,2025-08-30 14:57:36,In Progress,Low,3.3.3
2698,556,Network,Error message displayed incorrectly,2024-11-29 14:13:12,In Progress,Medium,4.1.7
2699,176,Other,Keyboard hides input field on iOS,2024-12-27 19:23:31,Open,Low,4.0.3
2700,318,Network,Profile picture upload not working,2025-04-11 15:33:15,In Progress,High,4.4.8
2701,792,UI Bug,Profile picture upload not working,2024-12-15 19:40:25,Open,Low,3.8.7
2702,997,UI Bug,UI elements overlap on small screen,2025-07-19 23:26:22,Resolved,Medium,4.8.8
2703,107,UI Bug,Push notifications show duplicate messages,2025-05-03 21:57:23,In Progress,Medium,5.9.3
2704,900,Performance,Error message displayed incorrectly,2025-08-23 01:54:08,Resolved,Critical,2.5.6
2705,176,Data Loss,Data lost after app update,2025-03-20 03:11:22,In Progress,Medium,1.5.9
2706,329,Performance,Login button not responding on Android,2025-05-23 22:02:04,Open,Medium,5.6.5
2707,989,UI Bug,App freezes after login,2025-06-27 06:23:49,Open,Critical,2.7.6
2708,148,UI Bug,Notifications are not received,2024-09-30 10:31:31,Resolved,Critical,4.7.1
2709,478,UI Bug,Push notifications show duplicate messages,2024-09-29 18:59:44,Resolved,Low,2.8.8
2710,964,Other,Dark mode not applied on some screens,2024-10-08 07:17:58,Resolved,High,3.7.2
2711,58,Performance,Push notifications show duplicate messages,2025-07-14 17:53:48,Resolved,Low,5.9.2
2712,537,Data Loss,App freezes after login,2025-03-11 07:21:34,In Progress,Critical,5.5.3
2713,103,Data Loss,Slow performance on home screen,2025-02-22 14:32:24,Open,High,5.5.3
2714,55,Performance,UI elements overlap on small screen,2025-04-20 13:28:05,Open,Critical,2.8.9
2715,631,Network,Error message displayed incorrectly,2024-09-08 18:55:46,In Progress,High,4.8.7
2716,248,Crash,UI elements overlap on small screen,2025-05-21 21:23:40,In Progress,Critical,4.2.8
2717,722,Data Loss,Scrolling is not smooth,2025-06-17 07:38:31,Open,High,2.6.9
2718,504,Other,Data lost after app update,2024-09-12 23:39:08,Resolved,Medium,1.8.1
2719,615,Data Loss,App version mismatch after update,2025-01-15 11:16:03,Resolved,Low,5.9.4
2720,334,Performance,Login button not responding on Android,2025-05-16 03:41:25,In Progress,Low,1.2.8
2721,546,UI Bug,Dark mode not applied on some screens,2025-07-22 17:45:11,Resolved,Medium,2.5.4
2722,845,Network,Search results take too long to load,2025-01-15 06:26:25,Open,Medium,1.1.9
2723,107,Performance,Dark mode not applied on some screens,2025-04-22 21:43:25,Resolved,Critical,3.3.0
2724,188,Crash,Payment gateway fails at checkout,2025-07-21 20:25:37,Open,High,4.0.8
2725,101,Network,Error message displayed incorrectly,2024-09-11 13:06:54,In Progress,Critical,2.8.3
2726,225,Network,Profile picture upload not working,2025-08-20 18:45:32,Resolved,Low,5.2.9
2727,891,Crash,Push notifications show duplicate messages,2024-11-07 11:18:57,Resolved,High,5.0.4
2728,247,Other,Dark mode not applied on some screens,2024-12-31 12:22:43,Open,Low,3.5.7
2729,264,Performance,Error message displayed incorrectly,2024-12-22 22:27:29,Open,Critical,3.1.4
2730,152,Data Loss,App version mismatch after update,2025-04-28 06:28:08,In Progress,Critical,3.4.6
2731,402,Data Loss,Scrolling is not smooth,2025-05-02 07:04:42,In Progress,High,2.2.5
2732,434,Other,Dark mode not applied on some screens,2024-09-14 03:48:57,Resolved,Medium,4.1.9
2733,44,Performance,Payment gateway fails at checkout,2025-04-19 00:02:13,In Progress,High,4.4.1
2734,202,Network,Search results take too long to load,2024-10-27 07:15:49,Resolved,Low,1.7.6
2735,995,Crash,Data not syncing with server,2024-10-17 03:58:11,Resolved,Critical,4.7.9
2736,463,UI Bug,Keyboard hides input field on iOS,2024-11-22 15:02:10,Open,Low,1.9.2
2737,176,Other,App freezes after login,2025-03-11 07:50:35,In Progress,High,1.0.8
2738,385,Performance,Data not syncing with server,2024-10-31 07:17:43,Resolved,Low,4.8.6
2739,462,Other,UI elements overlap on small screen,2025-04-11 02:31:01,Open,Low,5.9.4
2740,263,Crash,App freezes after login,2025-08-28 03:21:20,In Progress,Low,3.3.4
2741,658,Performance,Push notifications show duplicate messages,2025-01-07 10:22:22,In Progress,Critical,5.9.0
2742,147,Crash,Search results take too long to load,2025-01-24 18:24:51,Resolved,Low,2.0.3
2743,691,Network,Location services not detecting city,2025-05-22 14:20:19,Open,Critical,2.2.1
2744,541,Network,Payment gateway fails at checkout,2024-12-06 12:15:44,Open,High,4.4.7
2745,268,Other,Scrolling is not smooth,2025-04-14 18:10:07,In Progress,High,3.8.3
2746,687,Performance,App freezes after login,2025-08-21 01:15:39,Open,Critical,1.5.8
2747,170,Performance,Push notifications show duplicate messages,2025-08-26 00:25:00,Resolved,High,2.9.2
2748,301,Network,Push notifications show duplicate messages,2025-04-21 10:01:15,In Progress,High,4.5.9
2749,602,Performance,Scrolling is not smooth,2024-09-10 23:24:39,Open,Low,5.2.6
2750,188,Network,Payment gateway fails at checkout,2025-01-07 22:31:27,Resolved,Low,4.6.5
2751,415,Data Loss,Scrolling is not smooth,2025-04-15 02:37:02,Open,High,2.0.1
2752,712,Data Loss,Scrolling is not smooth,2024-11-08 01:58:09,In Progress,Critical,2.6.4
2753,548,Performance,Crash when switching app language,2025-06-25 03:41:30,Resolved,Medium,2.9.5
2754,517,Performance,Search results take too long to load,2025-08-05 17:25:30,In Progress,High,5.5.0
2755,994,Other,Search results take too long to load,2024-11-07 00:04:18,Resolved,Low,1.4.8
2756,114,Other,UI elements overlap on small screen,2025-05-15 23:47:37,Resolved,Low,3.2.0
